datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed
05-09-2011 10:00,3,1,0,2,28.7,32.575,70,11.0014
17-09-2012 05:00,3,0,1,1,19.68,23.485,82,6.0032
05-12-2011 19:00,4,0,1,2,18.86,22.725,77,0
10-01-2011 1:00,1,0,1,1,4.92,6.06,50,19.0012
08-05-2012 8:00,2,0,1,2,22.14,25.76,73,19.9995
08-07-2011 16:00,3,0,1,3,27.88,31.82,83,30.0026
06-09-2012 7:00,3,0,1,2,28.7,33.335,84,7.0015
06-11-2012 17:00,4,0,1,1,13.12,15.15,53,15.0013
05-03-2012 20:00,1,0,1,1,10.66,11.365,37,31.0009
01-10-2011 13:00,4,0,0,2,16.4,20.455,82,22.0028
17-04-2011 14:00,2,0,0,1,21.32,25,34,26.0027
18-08-2012 11:00,3,0,0,1,29.52,33.335,51,0
03-09-2012 22:00,3,1,0,2,28.7,33.335,84,8.9981
13-03-2011 08:00,1,0,0,1,16.4,20.455,50,19.9995
12-05-2011 8:00,2,0,1,1,19.68,23.485,82,12.998
10-10-2011 11:00,4,1,0,1,27.57627254,29.67051608,69,6.732810443
11-04-2012 10:00,2,0,1,2,13.94,15.15,49,22.0028
15-05-2011 09:00,2,0,0,1,23.78,27.275,83,16.9979
06-10-2011 17:00,4,0,1,1,22.96155782,26.58788077,49,8.154473685
12-06-2011 7:00,2,0,0,1,26.24,29.545,78,7.0015
15-04-2011 20:00,2,1,0,2,16.4,20.455,76,22.0028
05-04-2012 14:00,2,0,1,1,18.86,22.725,33,11.0014
13-04-2012 14:00,2,0,1,1,22.16506523,25.71853875,27,0
10-05-2012 8:00,2,0,1,1,18.86,22.725,67,23.9994
02-02-2011 15:00,1,0,1,1,15.05309631,21.05618964,75,22.55093191
09-03-2011 9:00,1,0,1,2,11.51400829,11.11103749,89,16.78525766
19-05-2012 20:00,2,0,0,1,27.88,31.82,41,6.0032
11-07-2012 18:00,3,0,1,1,31.98,34.09,38,16.9979
18-04-2012 02:00,2,0,1,2,20.5,24.24,42,12.998
19-09-2012 13:00,3,0,1,1,24.6,31.06,40,16.9979
04-11-2012 20:00,4,0,0,1,12.96122153,14.34177381,52,23.43849569
15-12-2012 11:00,4,0,0,1,13.94,17.425,61,6.0032
08-04-2012 3:00,2,0,0,1,17.22,21.21,26,8.9981
11-09-2011 0:00,3,0,0,1,25.42,28.03,88,0
16-12-2012 11:00,4,0,0,2,14.76,17.425,87,8.9981
03-03-2012 15:00,1,0,0,1,19.68,23.485,29,19.9995
03-11-2011 12:00,4,0,1,1,20.5,24.24,51,12.998
15-01-2012 01:00,1,0,0,2,6.56,6.82,47,19.9995
07-10-2011 1:00,4,0,1,1,18.04,21.97,88,0
07-11-2011 0:00,4,0,1,1,13.94,18.18,87,0
04-03-2011 18:00,1,0,1,2,14.9045082,15.70419466,56,19.97271353
14-03-2012 12:00,1,0,1,2,26.24,31.06,29,0
11-05-2012 4:00,2,0,1,1,16.79630674,20.1032321,50,12.33339826
16-12-2012 07:00,4,0,0,2,13.94,17.425,87,6.0032
01-03-2011 11:00,1,0,1,1,11.48,13.635,45,16.9979
12-01-2012 5:00,1,0,1,3,13.94,17.425,93,6.0032
13-08-2011 21:00,3,0,0,2,27.88,31.82,83,26.0027
19-11-2012 01:00,4,0,1,2,14.76,17.425,66,15.0013
09-09-2012 12:00,3,0,0,1,27.06,31.06,47,0
06-09-2011 16:00,3,0,1,3,23.0234021,25.71417345,97,24.31507884
17-08-2012 14:00,3,0,1,1,34.84976758,11.24403505,34,28.22069474
16-08-2011 07:00,3,0,1,1,26.24,30.305,69,16.9979
01-04-2011 6:00,2,0,1,3,9.84,11.365,93,15.0013
03-06-2012 17:00,2,0,0,1,28.7,31.82,34,16.9979
09-01-2012 17:00,1,0,1,3,9.02,13.635,87,0
18-10-2012 04:00,4,0,1,1,18.04,21.97,88,15.0013
02-06-2012 21:00,2,0,0,1,24.6,31.06,40,7.0015
02-12-2011 17:00,4,0,1,1,17.22,21.21,38,0
02-08-2012 14:00,3,0,1,1,35.26,39.395,41,8.9981
03-12-2011 5:00,4,0,0,1,9.84,12.88,70,6.0032
12-10-2012 19:00,4,0,1,1,17.22,21.21,41,15.0013
02-05-2012 17:00,2,0,1,1,24.6,29.545,73,16.9979
07-11-2012 14:00,4,0,1,2,13.12,14.395,53,23.9994
05-04-2012 3:00,2,0,1,1,17.35285299,21.92938049,40,19.66694703
03-06-2012 12:00,2,0,0,1,27.06,31.06,39,19.9995
01-04-2011 3:00,2,0,1,2,10.71658808,12.52381818,94,17.99056842
04-01-2011 5:00,1,0,1,1,4.92,7.575,68,7.0015
06-04-2012 3:00,2,0,1,1,13.94,15.15,53,22.0028
09-07-2012 18:00,3,0,1,1,31.16,34.09,48,8.9981
17-08-2012 22:00,3,0,1,3,27.06,12.12,83,12.998
17-11-2012 14:00,4,0,0,1,17.22,21.21,38,12.998
19-03-2012 21:00,1,0,1,1,24.6,30.305,64,11.0014
05-01-2012 15:00,1,0,1,1,15.66767693,16.0292193,32,18.07387505
17-02-2011 03:00,1,0,1,1,13.94,16.665,53,12.998
13-04-2011 04:00,2,0,1,3,16.4,20.455,94,22.0028
18-11-2011 04:00,4,0,1,1,9.02,11.365,44,11.0014
12-09-2011 6:00,3,0,1,1,22.96,26.515,83,0
13-12-2011 08:00,4,0,1,1,8.2,11.365,69,7.0015
06-01-2011 21:00,1,0,1,2,8.706168053,10.907466,55,13.34458171
11-11-2011 18:00,4,1,0,1,13.94,15.91,39,16.9979
08-03-2012 16:00,1,0,1,2,25.42,31.06,41,43.0006
05-09-2012 18:00,3,0,1,1,31.16,37.12,75,12.998
09-03-2011 9:00,1,0,1,2,10.66,12.12,87,16.9979
02-06-2011 9:00,2,0,1,1,29.52,31.82,26,23.9994
19-03-2012 14:00,1,0,1,2,26.24,31.06,57,12.998
10-11-2012 2:00,4,0,0,1,13.12,17.425,81,0
18-12-2012 21:00,4,0,1,1,15.21869345,16.66396582,51,15.72699982
02-05-2011 4:00,2,0,1,1,17.05201556,21.82961784,75,11.72167356
08-05-2011 4:00,2,0,0,1,17.22,21.21,82,0
17-08-2012 01:00,3,0,1,1,27.64576897,12.35882149,66,7.164832001
14-11-2011 23:00,4,0,1,1,22.96,26.515,64,19.9995
15-11-2011 05:00,4,0,1,1,22.14,25.76,68,19.0012
09-01-2012 23:00,1,0,1,2,9.02,12.12,87,7.0015
10-11-2012 5:00,4,0,0,1,11.48,15.91,87,0
03-12-2011 14:00,4,0,0,1,14.76,18.94,46,0
08-03-2011 14:00,1,0,1,2,15.58,19.695,20,0
08-09-2012 15:00,3,0,0,3,24.05964031,26.45445287,88,16.62393246
13-08-2012 09:00,3,0,1,2,30.34,33.335,45,0
04-05-2011 6:00,2,0,1,3,13.94,15.15,93,26.0027
17-03-2011 21:00,1,0,1,1,17.22,21.21,62,15.0013
01-04-2012 2:00,2,0,0,2,14.76,17.425,76,11.0014
15-03-2012 17:00,1,0,1,1,28.7,31.82,39,16.9979
05-05-2012 10:00,2,0,0,1,27.32525723,31.16274652,62,8.640394906
11-10-2012 14:00,4,0,1,1,21.32,25,32,6.0032
14-06-2012 05:00,2,0,1,2,24.6,31.06,56,16.9979
01-08-2011 5:00,3,0,1,1,27.06,30.305,83,7.0015
03-08-2011 3:00,3,0,1,2,31.16,34.85,55,6.0032
09-06-2011 6:00,2,0,1,2,29.52,35.605,84,6.0032
08-08-2011 17:00,3,0,1,1,35.26,38.635,39,11.0014
16-04-2011 22:00,2,0,0,3,17.22,21.21,100,0
13-01-2011 05:00,1,0,1,1,5.74,6.06,50,19.9995
07-04-2012 20:00,2,0,0,1,20.5,24.24,20,15.0013
06-08-2012 1:00,3,0,1,1,29.52,34.85,79,6.0032
08-07-2012 0:00,3,0,0,1,34.39864188,39.47988977,57,7.732722621
04-11-2011 12:00,4,0,1,2,19.68,23.485,55,32.9975
08-04-2011 13:00,2,0,1,3,15.51422497,15.82857407,75,19.39101551
13-02-2011 17:00,1,0,0,1,17.22,21.21,28,22.0028
01-08-2011 7:00,3,0,1,1,30.34,34.09,62,0
10-06-2011 1:00,2,0,1,3,28.7,32.575,65,15.0013
11-03-2011 9:00,1,0,1,2,12.67746625,15.76289709,64,19.62520431
12-06-2012 18:00,2,0,1,1,27.88,31.82,83,12.998
15-05-2011 15:00,2,0,0,1,27.06,31.06,69,16.9979
01-10-2011 12:00,4,0,0,2,17.11772288,20.51443705,79,17.55000679
08-01-2011 23:00,1,0,0,1,4.1,3.03,39,30.0026
12-06-2012 0:00,2,0,1,2,28.33862572,33.52678418,58,14.66443678
07-04-2012 16:00,2,0,0,1,22.14,25.76,19,26.0027
01-05-2012 8:00,2,0,1,2,21.32,25,94,19.0012
14-09-2012 08:00,3,0,1,2,24.6,28.79,78,11.0014
01-05-2011 17:00,2,0,0,2,19.68,23.485,82,16.9979
04-11-2012 23:00,4,0,0,2,12.3,15.15,56,11.0014
13-01-2012 09:00,1,0,1,1,9.829833729,9.773483046,46,28.64269797
06-01-2012 21:00,1,0,1,1,16.4,20.455,43,15.0013
15-07-2011 21:00,3,0,1,1,27.06,31.06,54,7.0015
13-05-2011 03:00,2,0,1,2,20.5,24.24,88,8.9981
11-12-2012 23:00,4,0,1,1,12.3,14.395,52,15.0013
09-06-2012 16:00,2,0,0,1,33.62,34.85,24,12.998
16-02-2012 22:00,1,0,1,2,13.12,17.425,81,0
10-12-2011 16:00,4,0,0,1,12.19868301,14.84316018,30,27.34191502
10-07-2012 16:00,3,0,1,1,32.8,36.365,43,15.0013
02-10-2011 3:00,4,0,0,3,13.94,15.91,87,19.0012
04-08-2011 3:00,3,0,1,3,27.06,29.545,94,6.0032
11-07-2011 15:00,3,0,1,1,35.26,42.425,56,27.9993
12-04-2012 20:00,2,0,1,1,17.44221593,21.77884096,31,17.0763834
05-01-2012 3:00,1,0,1,1,8.2,12.88,61,0
10-02-2011 20:00,1,0,1,1,5.74,9.09,31,6.0032
13-06-2012 13:00,2,0,1,2,28.7,31.82,45,26.0027
03-12-2011 6:00,4,0,0,1,9.84,12.88,65,7.0015
19-11-2011 07:00,4,0,0,1,9.84,11.365,60,16.9979
07-03-2011 6:00,1,0,1,1,9.082190739,10.03378212,77,25.96609929
17-04-2012 08:00,2,0,1,1,24.6,31.06,43,15.0013
13-10-2012 17:00,4,0,0,1,18.17184707,22.742965,37,10.2970696
11-05-2012 4:00,2,0,1,1,17.22,21.21,50,12.998
12-02-2011 7:00,1,0,0,1,4.92,7.575,80,7.0015
09-04-2012 5:00,2,0,1,1,18.04,21.97,24,12.998
10-12-2011 9:00,4,0,0,1,11.48,12.88,61,19.0012
06-12-2011 21:00,4,0,1,2,18.04,21.97,100,12.998
18-12-2012 00:00,4,0,1,2,17.37707625,20.05882878,94,8.007087083
05-06-2011 5:00,2,0,0,2,25.42,30.305,61,8.9981
17-09-2011 11:00,3,0,0,2,21.32,25,68,15.0013
12-12-2012 5:00,4,0,1,1,10.66,12.88,60,12.998
10-12-2011 20:00,4,0,0,1,9.84,11.365,35,15.0013
13-04-2012 10:00,2,0,1,1,18.04,21.97,38,12.998
19-10-2011 02:00,4,0,1,2,21.32,25,77,12.998
19-02-2011 00:00,1,0,0,1,19.68,23.485,12,32.9975
07-03-2012 4:00,1,0,1,1,11.48,12.88,61,22.0028
14-10-2011 16:00,4,0,1,1,24.56674308,32.06979173,45,15.69405434
17-01-2012 21:00,1,0,1,1,18.86,22.725,67,31.0009
13-08-2012 02:00,3,0,1,1,26.24,30.305,69,7.0015
19-02-2011 06:00,1,0,0,1,16.4,20.455,17,27.9993
03-08-2011 6:00,3,0,1,3,29.52,34.09,66,32.9975
15-04-2012 08:00,2,0,0,1,21.32,25,59,0
08-02-2011 3:00,1,0,1,3,11.80682984,11.81095592,97,11.37937645
16-01-2011 10:00,1,0,0,1,9.02,10.605,51,19.0012
12-12-2012 21:00,4,0,1,2,12.3,14.395,52,16.9979
02-08-2012 9:00,3,0,1,1,31.16,36.365,66,7.0015
17-12-2012 05:00,4,0,1,2,15.58,19.695,87,0
01-09-2011 2:00,3,0,1,1,23.78,27.275,78,6.0032
19-04-2012 00:00,2,0,1,3,17.22,21.21,77,0
19-02-2011 18:00,1,0,0,1,14.76,15.91,25,30.0026
05-04-2011 16:00,2,0,1,1,15.58,19.695,46,27.9993
08-06-2011 18:00,2,0,1,1,36.82674723,41.94387017,34,15.61279078
18-10-2011 18:00,4,0,1,1,22.96,26.515,68,7.0015
19-02-2012 23:00,1,0,0,2,9.02,11.365,93,11.0014
09-01-2011 10:00,1,0,0,1,5.74,5.305,43,26.0027
16-02-2011 01:00,1,0,1,1,8.2,11.365,44,6.0032
13-12-2012 00:00,4,0,1,2,11.64476108,13.65640924,53,15.38573091
01-06-2012 16:00,2,0,1,3,30.34,34.09,58,30.0026
18-03-2011 07:00,1,0,1,1,16.4,20.455,66,12.998
16-12-2012 04:00,4,0,0,2,13.94,18.18,87,0
05-05-2012 0:00,2,0,0,1,24.6,28.03,83,0
16-08-2012 19:00,3,0,1,1,31.16,34.09,40,7.0015
06-08-2011 16:00,3,0,0,3,30.34,35.605,79,11.0014
02-04-2012 6:00,2,0,1,1,14.76,15.91,71,31.0009
13-01-2012 19:00,1,0,1,1,10.66,12.12,38,19.0012
08-05-2011 19:00,2,0,0,1,22.96,26.515,64,0
08-08-2011 15:00,3,0,1,1,34.44,37.88,41,19.9995
04-11-2011 4:00,4,0,1,2,15.58,19.695,87,6.0032
01-08-2012 22:00,3,0,1,1,28.443242,34.56699961,72,8.451782521
16-02-2012 06:00,1,0,1,2,12.3,15.91,70,6.0032
16-01-2012 04:00,1,1,0,1,4.513093197,7.20204214,59,7.139428424
01-07-2012 3:00,3,0,0,1,29.52,35.605,84,8.9981
18-06-2011 23:00,2,0,0,2,29.52,34.09,62,0
13-10-2011 06:00,4,0,1,3,22.14,25.76,100,6.0032
02-01-2011 0:00,1,0,0,2,18.86,22.725,88,19.9995
05-08-2011 0:00,3,0,1,1,27.06,31.06,74,7.0015
03-10-2012 15:00,4,0,1,2,29.52,34.09,62,11.0014
18-09-2012 09:00,3,0,1,2,27.06,30.305,83,39.0007
09-10-2012 19:00,4,0,1,2,20.5,24.24,72,11.0014
04-10-2012 9:00,4,0,1,2,26.24,28.79,89,12.998
10-08-2011 16:00,3,0,1,1,34.95204197,37.73599572,26,20.29179242
07-05-2012 5:00,2,0,1,1,18.86,22.725,88,7.0015
04-02-2012 5:00,1,0,0,1,9.84,12.88,81,6.0032
08-04-2012 4:00,2,0,0,1,16.4,20.455,40,0
02-07-2012 13:00,3,0,1,1,35.26,37.88,34,15.0013
06-12-2011 16:00,4,0,1,3,20.02970141,22.21651949,99,19.20393181
03-10-2011 20:00,4,0,1,3,16.4,20.455,82,0
01-03-2012 22:00,1,0,1,1,15.58,19.695,50,16.9979
10-05-2012 10:00,2,0,1,1,21.18024989,24.59370509,48,26.97560619
02-09-2011 20:00,3,0,1,1,26.24,30.305,73,0
01-09-2011 11:00,3,0,1,1,29.52,33.335,51,8.9981
05-02-2012 6:00,1,0,0,2,10.66,12.12,70,16.9979
07-06-2011 21:00,2,0,1,1,29.52,34.09,70,8.9981
05-11-2011 22:00,4,0,0,1,12.3,16.665,65,0
07-04-2011 14:00,2,0,1,1,22.96,26.515,43,6.0032
17-05-2012 02:00,2,0,1,1,24.6,28.79,78,11.0014
07-02-2012 14:00,1,0,1,1,18.04,21.97,38,16.9979
09-02-2012 0:00,1,0,1,2,9.84,12.12,87,11.0014
12-02-2011 9:00,1,0,0,1,6.56,9.09,64,8.9981
02-06-2011 23:00,2,0,1,1,25.42,31.06,35,15.0013
09-11-2011 14:00,4,0,1,1,21.32,25,48,11.0014
12-09-2012 10:00,3,0,1,1,25.42,30.305,61,8.9981
12-03-2012 6:00,1,0,1,1,13.94,17.425,57,7.0015
10-05-2012 3:00,2,0,1,1,18.86,22.725,88,15.0013
19-01-2012 00:00,1,0,1,1,5.74,6.82,50,12.998
10-06-2012 22:00,2,0,0,1,28.7,32.575,65,11.0014
04-11-2011 20:00,4,0,1,1,14.76,16.665,43,19.0012
04-01-2012 13:00,1,0,1,2,5.74,6.06,43,16.9979
02-09-2011 5:00,3,0,1,2,24.59384113,27.50622357,82,7.483289702
19-02-2011 16:00,1,0,0,1,18.04,21.97,16,43.0006
03-05-2012 18:00,2,0,1,1,29.52,33.335,58,8.9981
15-12-2012 23:00,4,0,0,2,14.76,17.425,62,8.9981
01-05-2012 10:00,2,0,1,1,25.42,29.545,78,16.9979
05-06-2012 20:00,2,0,1,1,22.96,26.515,49,15.0013
01-01-2011 12:00,1,0,0,1,17.22,21.21,77,19.0012
14-06-2012 02:00,2,0,1,2,24.58477075,31.27885333,55,16.11389263
01-07-2012 23:00,3,0,0,3,31.98,35.605,52,11.0014
11-06-2012 22:00,2,0,1,2,29.52,33.335,58,12.998
16-05-2012 18:00,2,0,1,1,29.52,33.335,51,15.0013
13-03-2011 00:00,1,0,0,1,15.58,19.695,62,7.0015
12-06-2012 0:00,2,0,1,2,28.7,32.575,58,15.0013
09-03-2012 14:00,1,0,1,1,17.22,21.21,28,31.0009
07-10-2011 0:00,4,0,1,1,18.04,21.97,88,0
05-10-2011 21:00,4,0,1,1,21.77809663,23.74354636,79,7.97377478
11-02-2011 5:00,1,0,1,1,3.28,6.06,63,6.0032
13-10-2012 00:00,4,0,0,1,14.76,18.18,57,6.0032
07-11-2012 18:00,4,0,1,2,12.45340888,14.56094826,53,22.4187825
02-01-2012 19:00,1,1,0,1,9.84,11.365,38,15.0013
03-12-2012 7:00,4,0,1,2,13.78807967,18.46232499,93,0.135608769
05-08-2012 17:00,3,0,0,1,33.62,37.88,46,16.9979
14-03-2012 20:00,1,0,1,1,25.42,31.06,35,7.0015
06-12-2011 1:00,4,0,1,2,18.72724033,23.16767942,87,21.24178286
05-11-2011 16:00,4,0,0,1,16.4,20.455,40,15.0013
09-07-2012 11:00,3,0,1,2,29.52,34.09,62,8.9981
03-03-2011 18:00,1,0,1,1,9.84,10.605,35,22.0028
08-05-2011 14:00,2,0,0,1,24.6,31.06,49,0
04-09-2011 13:00,3,0,0,2,31.98,37.12,62,19.0012
05-06-2012 17:00,2,0,1,1,24.6,31.06,43,0
07-11-2011 18:00,4,0,1,1,18.81719701,23.11474711,59,6.82999918
02-03-2012 0:00,1,0,1,1,13.94,16.665,53,11.0014
02-10-2011 20:00,4,0,0,2,14.76,16.665,76,16.9979
13-03-2012 07:00,1,0,1,2,18.86,22.725,82,19.0012
12-06-2011 18:00,2,0,0,1,28.7,33.335,74,11.0014
13-04-2012 17:00,2,0,1,1,22.96,26.515,24,11.0014
14-07-2011 02:00,3,0,1,1,26.24,31.06,57,19.9995
11-12-2011 11:00,4,0,0,1,10.66,15.15,35,0
04-04-2011 12:00,2,0,1,1,25.8264054,30.62705207,40,31.45497635
16-03-2012 07:00,1,0,1,2,16.4,20.455,87,12.998
16-05-2012 17:00,2,0,1,1,29.52,33.335,51,12.998
05-04-2012 11:00,2,0,1,2,17.22,21.21,38,15.0013
11-11-2012 0:00,4,0,0,1,13.94,17.425,81,6.0032
02-09-2011 3:00,3,0,1,2,24.6,28.03,83,11.0014
02-05-2012 13:00,2,0,1,2,22.53318524,27.97472316,78,14.4318463
08-06-2012 16:00,2,0,1,1,31.16,33.335,29,19.9995
11-11-2012 2:00,4,0,0,1,13.12,16.665,87,7.0015
15-02-2012 12:00,1,0,1,1,15.58,19.695,46,26.0027
14-04-2012 04:00,2,0,0,1,14.76,18.18,71,7.0015
13-09-2011 23:00,3,0,1,1,26.24,29.545,78,7.0015
01-03-2011 12:00,1,0,1,1,12.3,15.15,39,8.9981
17-05-2011 03:00,2,0,1,3,22.14,25.76,94,16.9979
19-09-2011 10:00,3,0,1,2,22.96,26.515,64,8.9981
15-05-2011 02:00,2,0,0,2,21.32,25,100,8.9981
02-11-2012 14:00,4,0,1,2,16.4,20.455,40,32.9975
06-03-2012 20:00,1,0,1,1,13.12,15.91,49,12.998
08-08-2012 14:00,3,0,1,2,32.8,37.12,52,16.9979
06-03-2012 17:00,1,0,1,1,14.76,16.665,34,19.0012
11-01-2011 9:00,1,0,1,2,7.38,9.85,51,11.0014
01-11-2011 8:00,4,0,1,1,14.76,16.665,71,16.9979
19-11-2012 03:00,4,0,1,2,14.76,17.425,66,15.0013
14-03-2012 06:00,1,0,1,1,18.04,21.97,82,6.0032
02-02-2012 20:00,1,0,1,1,14.76,15.91,46,35.0008
03-11-2011 0:00,4,0,1,1,14.76,18.18,76,6.0032
09-03-2011 4:00,1,0,1,1,9.84,12.88,75,7.0015
09-04-2011 3:00,2,0,0,3,12.3,14.395,100,16.9979
14-08-2012 06:00,3,0,1,3,26.24,28.79,83,12.998
15-11-2012 00:00,4,0,1,2,10.66,15.15,65,0
13-12-2012 01:00,4,0,1,2,11.48,12.88,52,19.0012
